value,series,district,area,speed,month
16560.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2012-12-01
8330.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2012-12-01
3450.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2012-12-01
300.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2012-12-01
1200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2012-12-01
510.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 41-45,2012-12-01
2880.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2013-01-01
40080.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2013-01-01
15360.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2013-01-01
6290.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2013-01-01
2760.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2013-01-01
2100.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2013-01-01
400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2013-01-01
170430.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2013-12-01
91600.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2013-12-01
35520.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2013-12-01
10710.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2013-12-01
4140.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2013-12-01
1500.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2013-12-01
400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2013-12-01
630.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 46-50,2013-12-01
156750.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2014-01-01
88080.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2014-01-01
31080.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2014-01-01
11730.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2014-01-01
4830.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2014-01-01
900.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2014-01-01
123450.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2014-12-01
68800.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2014-12-01
26520.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2014-12-01
11390.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2014-12-01
5520.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2014-12-01
2400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2014-12-01
2e3,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2014-12-01
1530.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 41-45,2014-12-01
1260.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 46-50,2014-12-01
168030.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2015-01-01
82320.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2015-01-01
32880.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2015-01-01
12410.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2015-01-01
4830.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2015-01-01
4500.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2015-01-01
1200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2015-01-01
2040.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 41-45,2015-01-01
1890.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 46-50,2015-01-01
26430.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2015-12-01
16080.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2015-12-01
7440.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2015-12-01
2720.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2015-12-01
690.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2015-12-01
400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2015-12-01
630.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 46-50,2015-12-01
26250.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2016-01-01
15440.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2016-01-01
6240.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2016-01-01
2550.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2016-01-01
920.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2016-01-01
600.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2016-01-01
400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2016-01-01
510.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 41-45,2016-01-01
630.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM East, 46-50,2016-01-01
6120.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, <11,2009-12-01
53760.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 11-15,2009-12-01
23280.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 16-20,2009-12-01
11560.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 21-25,2009-12-01
5520.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 26-30,2009-12-01
1500.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 31-35,2009-12-01
800.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 36-40,2009-12-01
1020.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 41-45,2009-12-01
59760.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 11-15,2010-01-01
25320.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 16-20,2010-01-01
9860.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 21-25,2010-01-01
2990.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 26-30,2010-01-01
2400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 31-35,2010-01-01
1600.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 36-40,2010-01-01
1260.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 46-50,2010-01-01
32730.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, <11,2010-12-01
93120.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 11-15,2010-12-01
38400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 16-20,2010-12-01
15300.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 21-25,2010-12-01
7130.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 26-30,2010-12-01
2400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 31-35,2010-12-01
1200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 36-40,2010-12-01
1020.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 41-45,2010-12-01
1260.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 46-50,2010-12-01
15540.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, <11,2011-01-01
114880.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 11-15,2011-01-01
42480.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 16-20,2011-01-01
18360.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 21-25,2011-01-01
7130.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 26-30,2011-01-01
3e3,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 31-35,2011-01-01
2400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 36-40,2011-01-01
1530.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 41-45,2011-01-01
28320.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, <11,2011-12-01
62e3,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 11-15,2011-12-01
24840.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 16-20,2011-12-01
11220.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 21-25,2011-12-01
3220.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 26-30,2011-12-01
900.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 31-35,2011-12-01
400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 36-40,2011-12-01
89760.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 11-15,2012-01-01
35160.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 16-20,2012-01-01
12750.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 21-25,2012-01-01
7130.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 26-30,2012-01-01
3300.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 31-35,2012-01-01
400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 36-40,2012-01-01
1530.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 41-45,2012-01-01
43230.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, <11,2012-12-01
87520.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 11-15,2012-12-01
36240.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 16-20,2012-12-01
14620.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 21-25,2012-12-01
7820.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 26-30,2012-12-01
2400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 31-35,2012-12-01
1200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 36-40,2012-12-01
510.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 41-45,2012-12-01
18810.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, <11,2013-01-01
113680.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 11-15,2013-01-01
48720.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 16-20,2013-01-01
18360.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 21-25,2013-01-01
6900.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 26-30,2013-01-01
3300.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 31-35,2013-01-01
2e3,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 36-40,2013-01-01
2040.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 41-45,2013-01-01
86970.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, <11,2013-12-01
40320.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 11-15,2013-12-01
12720.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 16-20,2013-12-01
5950.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 21-25,2013-12-01
2070.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 26-30,2013-12-01
1200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 31-35,2013-12-01
400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 36-40,2013-12-01
510.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 41-45,2013-12-01
630.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 46-50,2013-12-01
59520.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, <11,2014-01-01
25360.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 11-15,2014-01-01
9960.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 16-20,2014-01-01
3570.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 21-25,2014-01-01
1380.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 26-30,2014-01-01
600.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 31-35,2014-01-01
400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 36-40,2014-01-01
82110.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, <11,2014-12-01
37280.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 11-15,2014-12-01
14880.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 16-20,2014-12-01
3910.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 21-25,2014-12-01
2530.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 26-30,2014-12-01
2100.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 31-35,2014-12-01
1200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 36-40,2014-12-01
1020.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 41-45,2014-12-01
94290.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, <11,2015-01-01
43600.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 11-15,2015-01-01
17760.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 16-20,2015-01-01
6290.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 21-25,2015-01-01
3220.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 26-30,2015-01-01
1500.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 31-35,2015-01-01
1200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 36-40,2015-01-01
630.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 46-50,2015-01-01
89550.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, <11,2015-12-01
50240.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 11-15,2015-12-01
21360.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 16-20,2015-12-01
7480.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 21-25,2015-12-01
2300.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 26-30,2015-12-01
1500.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 31-35,2015-12-01
800.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 36-40,2015-12-01
510.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 41-45,2015-12-01
1260.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 46-50,2015-12-01
75960.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, <11,2016-01-01
36080.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 11-15,2016-01-01
13200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 16-20,2016-01-01
5950.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 21-25,2016-01-01
1380.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 26-30,2016-01-01
1200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 31-35,2016-01-01
510.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM South, 41-45,2016-01-01
2580.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, <11,2009-12-01
92800.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 11-15,2009-12-01
29760.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 16-20,2009-12-01
12580.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 21-25,2009-12-01
6900.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 26-30,2009-12-01
2100.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 31-35,2009-12-01
2e3,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 36-40,2009-12-01
510.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 41-45,2009-12-01
126160.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 11-15,2010-01-01
39840.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 16-20,2010-01-01
13090.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 21-25,2010-01-01
3450.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 26-30,2010-01-01
2700.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 31-35,2010-01-01
2400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 36-40,2010-01-01
1020.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 41-45,2010-01-01
36030.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, <11,2010-12-01
150880.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 11-15,2010-12-01
49080.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 16-20,2010-12-01
14620.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 21-25,2010-12-01
7820.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 26-30,2010-12-01
2400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 31-35,2010-12-01
1200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 36-40,2010-12-01
510.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 41-45,2010-12-01
630.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 46-50,2010-12-01
810.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, <11,2011-01-01
91920.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 11-15,2011-01-01
31080.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 16-20,2011-01-01
8670.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 21-25,2011-01-01
4830.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 26-30,2011-01-01
1200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 31-35,2011-01-01
800.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 36-40,2011-01-01
2580.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, <11,2011-12-01
127680.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 11-15,2011-12-01
41520.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 16-20,2011-12-01
16150.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 21-25,2011-12-01
3680.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 26-30,2011-12-01
4800.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 31-35,2011-12-01
2400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 36-40,2011-12-01
1530.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 41-45,2011-12-01
1260.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 46-50,2011-12-01
750.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, <11,2012-01-01
121680.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 11-15,2012-01-01
41760.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 16-20,2012-01-01
11050.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 21-25,2012-01-01
5980.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 26-30,2012-01-01
1500.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 31-35,2012-01-01
1200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 36-40,2012-01-01
630.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 46-50,2012-01-01
3720.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, <11,2012-12-01
58160.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 11-15,2012-12-01
20520.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 16-20,2012-12-01
5950.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 21-25,2012-12-01
2990.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 26-30,2012-12-01
600.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 31-35,2012-12-01
1020.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 41-45,2012-12-01
30.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, <11,2013-01-01
26960.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 11-15,2013-01-01
13680.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 16-20,2013-01-01
4930.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 21-25,2013-01-01
1610.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 26-30,2013-01-01
1200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 31-35,2013-01-01
400.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 36-40,2013-01-01
510.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 41-45,2013-01-01
109020.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, <11,2013-12-01
54960.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 11-15,2013-12-01
18e3,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 16-20,2013-12-01
5950.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 21-25,2013-12-01
2300.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 26-30,2013-12-01
1500.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 31-35,2013-12-01
510.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 41-45,2013-12-01
98670.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, <11,2014-01-01
54640.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 11-15,2014-01-01
18600.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 16-20,2014-01-01
6630.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 21-25,2014-01-01
1150.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 26-30,2014-01-01
300.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 31-35,2014-01-01
800.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 36-40,2014-01-01
510.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 41-45,2014-01-01
136410.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, <11,2014-12-01
64560.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 11-15,2014-12-01
24840.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 16-20,2014-12-01
7650.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 21-25,2014-12-01
3220.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 26-30,2014-12-01
2100.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 31-35,2014-12-01
510.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 41-45,2014-12-01
107700.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, <11,2015-01-01
50480.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 11-15,2015-01-01
15960.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 16-20,2015-01-01
6800.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 21-25,2015-01-01
3910.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 26-30,2015-01-01
1800.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 31-35,2015-01-01
800.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 36-40,2015-01-01
510.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 41-45,2015-01-01
360840.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, <11,2015-12-01
156960.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 11-15,2015-12-01
52800.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 16-20,2015-12-01
19890.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 21-25,2015-12-01
6210.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 26-30,2015-12-01
4200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 31-35,2015-12-01
2e3,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 36-40,2015-12-01
2040.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 41-45,2015-12-01
404220.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, <11,2016-01-01
190560.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 11-15,2016-01-01
63960.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 16-20,2016-01-01
19720.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 21-25,2016-01-01
6440.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 26-30,2016-01-01
4200.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 31-35,2016-01-01
4e3,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 36-40,2016-01-01
510.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 41-45,2016-01-01
630.0,Camera-issued excess speed band monetary amount,Counties/Manukau,CM West, 46-50,2016-01-01
6750.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, <11,2009-12-01
44080.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 11-15,2009-12-01
14640.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 16-20,2009-12-01
4080.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 21-25,2009-12-01
1840.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 26-30,2009-12-01
300.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 31-35,2009-12-01
510.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 41-45,2009-12-01
630.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 46-50,2009-12-01
55360.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 11-15,2010-01-01
17640.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 16-20,2010-01-01
6460.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 21-25,2010-01-01
2760.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 26-30,2010-01-01
1200.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 31-35,2010-01-01
400.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 36-40,2010-01-01
510.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 41-45,2010-01-01
32910.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, <11,2010-12-01
47680.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 11-15,2010-12-01
23400.0,Camera-issued excess speed band monetary amount,Eastern,Hawkes Bay, 16-20,2010-12-01
