value,series,district,area,speed,year
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Canterbury Metro,16-20,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Canterbury Metro,31-35,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Canterbury Metro,36-40,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Canterbury Metro,41-45,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Canterbury Metro,46-50,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Canterbury Metro,>50,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Canterbury Metro,<11,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Canterbury Metro,11-15,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Canterbury Metro,16-20,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Canterbury Metro,26-30,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,<11,2009-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,<11,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,11-15,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,46-50,2010-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,<11,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,11-15,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,21-25,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,26-30,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,<11,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,36-40,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,46-50,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,<11,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,11-15,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,21-25,2013-01-01
13.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,<11,2014-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,11-15,2014-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,16-20,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,21-25,2014-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,31-35,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,36-40,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,41-45,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,46-50,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,>50,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,<11,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,11-15,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,16-20,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,31-35,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,36-40,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,41-45,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,>50,2015-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,<11,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Canterbury,Mid South Canterbury,11-15,2016-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,<11,2009-01-01
17.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,11-15,2009-01-01
10.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,16-20,2009-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,21-25,2009-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,26-30,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,31-35,2009-01-01
32.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,11-15,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,16-20,2010-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,21-25,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,26-30,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,36-40,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,>50,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,<11,2011-01-01
21.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,11-15,2011-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,16-20,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,21-25,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,>50,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,<11,2012-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,11-15,2012-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,16-20,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,21-25,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,26-30,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,41-45,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,>50,2012-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,<11,2013-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,11-15,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,16-20,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,21-25,2013-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,<11,2014-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,11-15,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,16-20,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,21-25,2014-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,31-35,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,36-40,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,41-45,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,46-50,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,>50,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,<11,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,11-15,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,21-25,2015-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,31-35,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,36-40,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,41-45,2015-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,>50,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,11-15,2016-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,31-35,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,36-40,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,41-45,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,46-50,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Manawatu,>50,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,<11,2009-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,11-15,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,21-25,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,<11,2010-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,11-15,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,16-20,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,21-25,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,26-30,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,<11,2011-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,11-15,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,16-20,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,21-25,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,26-30,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,<11,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,11-15,2012-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,16-20,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,21-25,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,26-30,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,36-40,2012-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,<11,2013-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,11-15,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,16-20,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,11-15,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,31-35,2014-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,36-40,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,41-45,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,46-50,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,>50,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,<11,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,11-15,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,31-35,2015-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,36-40,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,46-50,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,>50,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,11-15,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,21-25,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,31-35,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,36-40,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,41-45,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Taranaki,>50,2016-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,11-15,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,16-20,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,21-25,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,31-35,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,36-40,2009-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,<11,2010-01-01
9.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,11-15,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,16-20,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,21-25,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,26-30,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,41-45,2010-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,<11,2011-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,11-15,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,16-20,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,21-25,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,31-35,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,41-45,2011-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,<11,2012-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,11-15,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,21-25,2012-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,26-30,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,41-45,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,<11,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,11-15,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,21-25,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,31-35,2013-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,<11,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,11-15,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,21-25,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,31-35,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,36-40,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,41-45,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,<11,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,16-20,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,31-35,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,41-45,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,>50,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,16-20,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Central,Whanganui,>50,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,<11,2009-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,11-15,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,16-20,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,26-30,2009-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,<11,2010-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,11-15,2010-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,16-20,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,21-25,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,31-35,2010-01-01
11.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,<11,2011-01-01
10.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,11-15,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,16-20,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,21-25,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,26-30,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,36-40,2011-01-01
11.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,<11,2012-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,11-15,2012-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,16-20,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,26-30,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,31-35,2012-01-01
20.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,<11,2013-01-01
16.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,11-15,2013-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,16-20,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,26-30,2013-01-01
20.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,<11,2014-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,11-15,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,16-20,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,21-25,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,31-35,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,36-40,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,41-45,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,46-50,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,>50,2014-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,<11,2015-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,11-15,2015-01-01
14.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,31-35,2015-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,36-40,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,41-45,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,46-50,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,>50,2015-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,<11,2016-01-01
13.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,11-15,2016-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,16-20,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,21-25,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,36-40,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,41-45,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM Central,>50,2016-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,<11,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,11-15,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,16-20,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,26-30,2009-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,11-15,2010-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,16-20,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,21-25,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,26-30,2010-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,<11,2011-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,11-15,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,16-20,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,21-25,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,26-30,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,31-35,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,>50,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,<11,2012-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,11-15,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,16-20,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,21-25,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,36-40,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,>50,2012-01-01
12.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,<11,2013-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,11-15,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,16-20,2013-01-01
20.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,<11,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,11-15,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,21-25,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,31-35,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,36-40,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,41-45,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,46-50,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,>50,2014-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,<11,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,11-15,2015-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,16-20,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,31-35,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,36-40,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,41-45,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,46-50,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,>50,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,11-15,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,16-20,2016-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,31-35,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,36-40,2016-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,46-50,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM East,>50,2016-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,<11,2009-01-01
9.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,11-15,2009-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,16-20,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,26-30,2009-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,41-45,2009-01-01
10.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,<11,2010-01-01
24.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,11-15,2010-01-01
12.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,16-20,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,21-25,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,31-35,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,46-50,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,>50,2010-01-01
13.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,<11,2011-01-01
19.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,11-15,2011-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,16-20,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,21-25,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,26-30,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,31-35,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,36-40,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,>50,2011-01-01
21.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,<11,2012-01-01
22.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,11-15,2012-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,16-20,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,21-25,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,26-30,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,31-35,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,46-50,2012-01-01
15.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,<11,2013-01-01
16.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,11-15,2013-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Counties/Manukau,CM South,16-20,2013-01-01
