category,value,series,district,area,month
Camera-issued Speed,2852.0,Camera-issued speed offences,Waitemata,North Shore,2009-05-01
Camera-issued Speed,2025.0,Camera-issued speed offences,Waitemata,North Shore,2009-06-01
Camera-issued Speed,1076.0,Camera-issued speed offences,Waitemata,North Shore,2009-07-01
Camera-issued Speed,788.0,Camera-issued speed offences,Waitemata,North Shore,2009-08-01
Camera-issued Speed,1725.0,Camera-issued speed offences,Waitemata,North Shore,2009-09-01
Camera-issued Speed,1915.0,Camera-issued speed offences,Waitemata,North Shore,2009-10-01
Camera-issued Speed,1633.0,Camera-issued speed offences,Waitemata,North Shore,2009-11-01
Camera-issued Speed,1800.0,Camera-issued speed offences,Waitemata,North Shore,2009-12-01
Camera-issued Speed,1829.0,Camera-issued speed offences,Waitemata,North Shore,2010-01-01
Camera-issued Speed,2417.0,Camera-issued speed offences,Waitemata,North Shore,2010-02-01
Camera-issued Speed,2768.0,Camera-issued speed offences,Waitemata,North Shore,2010-03-01
Camera-issued Speed,4762.0,Camera-issued speed offences,Waitemata,North Shore,2010-04-01
Camera-issued Speed,2862.0,Camera-issued speed offences,Waitemata,North Shore,2010-05-01
Camera-issued Speed,3683.0,Camera-issued speed offences,Waitemata,North Shore,2010-06-01
Camera-issued Speed,3359.0,Camera-issued speed offences,Waitemata,North Shore,2010-07-01
Camera-issued Speed,2326.0,Camera-issued speed offences,Waitemata,North Shore,2010-08-01
Camera-issued Speed,3035.0,Camera-issued speed offences,Waitemata,North Shore,2010-09-01
Camera-issued Speed,5199.0,Camera-issued speed offences,Waitemata,North Shore,2010-10-01
Camera-issued Speed,2579.0,Camera-issued speed offences,Waitemata,North Shore,2010-11-01
Camera-issued Speed,3081.0,Camera-issued speed offences,Waitemata,North Shore,2010-12-01
Camera-issued Speed,2339.0,Camera-issued speed offences,Waitemata,North Shore,2011-01-01
Camera-issued Speed,2498.0,Camera-issued speed offences,Waitemata,North Shore,2011-02-01
Camera-issued Speed,2289.0,Camera-issued speed offences,Waitemata,North Shore,2011-03-01
Camera-issued Speed,3446.0,Camera-issued speed offences,Waitemata,North Shore,2011-04-01
Camera-issued Speed,4431.0,Camera-issued speed offences,Waitemata,North Shore,2011-05-01
Camera-issued Speed,3619.0,Camera-issued speed offences,Waitemata,North Shore,2011-06-01
Camera-issued Speed,2418.0,Camera-issued speed offences,Waitemata,North Shore,2011-07-01
Camera-issued Speed,5208.0,Camera-issued speed offences,Waitemata,North Shore,2011-08-01
Camera-issued Speed,1778.0,Camera-issued speed offences,Waitemata,North Shore,2011-09-01
Camera-issued Speed,2876.0,Camera-issued speed offences,Waitemata,North Shore,2011-10-01
Camera-issued Speed,2986.0,Camera-issued speed offences,Waitemata,North Shore,2011-11-01
Camera-issued Speed,4561.0,Camera-issued speed offences,Waitemata,North Shore,2011-12-01
Camera-issued Speed,3997.0,Camera-issued speed offences,Waitemata,North Shore,2012-01-01
Camera-issued Speed,8889.0,Camera-issued speed offences,Waitemata,North Shore,2012-02-01
Camera-issued Speed,2509.0,Camera-issued speed offences,Waitemata,North Shore,2012-03-01
Camera-issued Speed,2592.0,Camera-issued speed offences,Waitemata,North Shore,2012-04-01
Camera-issued Speed,3208.0,Camera-issued speed offences,Waitemata,North Shore,2012-05-01
Camera-issued Speed,3467.0,Camera-issued speed offences,Waitemata,North Shore,2012-06-01
Camera-issued Speed,3369.0,Camera-issued speed offences,Waitemata,North Shore,2012-07-01
Camera-issued Speed,2944.0,Camera-issued speed offences,Waitemata,North Shore,2012-08-01
Camera-issued Speed,2973.0,Camera-issued speed offences,Waitemata,North Shore,2012-09-01
Camera-issued Speed,4285.0,Camera-issued speed offences,Waitemata,North Shore,2012-10-01
Camera-issued Speed,3472.0,Camera-issued speed offences,Waitemata,North Shore,2012-11-01
Camera-issued Speed,4371.0,Camera-issued speed offences,Waitemata,North Shore,2012-12-01
Camera-issued Speed,3909.0,Camera-issued speed offences,Waitemata,North Shore,2013-01-01
Camera-issued Speed,1391.0,Camera-issued speed offences,Waitemata,North Shore,2013-02-01
Camera-issued Speed,2596.0,Camera-issued speed offences,Waitemata,North Shore,2013-03-01
Camera-issued Speed,2708.0,Camera-issued speed offences,Waitemata,North Shore,2013-04-01
Camera-issued Speed,2854.0,Camera-issued speed offences,Waitemata,North Shore,2013-05-01
Camera-issued Speed,3430.0,Camera-issued speed offences,Waitemata,North Shore,2013-06-01
Camera-issued Speed,3405.0,Camera-issued speed offences,Waitemata,North Shore,2013-07-01
Camera-issued Speed,3265.0,Camera-issued speed offences,Waitemata,North Shore,2013-08-01
Camera-issued Speed,3930.0,Camera-issued speed offences,Waitemata,North Shore,2013-09-01
Camera-issued Speed,3438.0,Camera-issued speed offences,Waitemata,North Shore,2013-10-01
Camera-issued Speed,2578.0,Camera-issued speed offences,Waitemata,North Shore,2013-11-01
Camera-issued Speed,6813.0,Camera-issued speed offences,Waitemata,North Shore,2013-12-01
Camera-issued Speed,7e3,Camera-issued speed offences,Waitemata,North Shore,2014-01-01
Camera-issued Speed,2013.0,Camera-issued speed offences,Waitemata,North Shore,2014-02-01
Camera-issued Speed,2570.0,Camera-issued speed offences,Waitemata,North Shore,2014-03-01
Camera-issued Speed,2877.0,Camera-issued speed offences,Waitemata,North Shore,2014-04-01
Camera-issued Speed,2158.0,Camera-issued speed offences,Waitemata,North Shore,2014-05-01
Camera-issued Speed,2297.0,Camera-issued speed offences,Waitemata,North Shore,2014-06-01
Camera-issued Speed,2530.0,Camera-issued speed offences,Waitemata,North Shore,2014-07-01
Camera-issued Speed,1773.0,Camera-issued speed offences,Waitemata,North Shore,2014-08-01
Camera-issued Speed,2340.0,Camera-issued speed offences,Waitemata,North Shore,2014-09-01
Camera-issued Speed,2474.0,Camera-issued speed offences,Waitemata,North Shore,2014-10-01
Camera-issued Speed,2619.0,Camera-issued speed offences,Waitemata,North Shore,2014-11-01
Camera-issued Speed,10380.0,Camera-issued speed offences,Waitemata,North Shore,2014-12-01
Camera-issued Speed,7012.0,Camera-issued speed offences,Waitemata,North Shore,2015-01-01
Camera-issued Speed,1696.0,Camera-issued speed offences,Waitemata,North Shore,2015-02-01
Camera-issued Speed,1431.0,Camera-issued speed offences,Waitemata,North Shore,2015-03-01
Camera-issued Speed,1576.0,Camera-issued speed offences,Waitemata,North Shore,2015-04-01
Camera-issued Speed,1925.0,Camera-issued speed offences,Waitemata,North Shore,2015-05-01
Camera-issued Speed,2067.0,Camera-issued speed offences,Waitemata,North Shore,2015-06-01
Camera-issued Speed,2636.0,Camera-issued speed offences,Waitemata,North Shore,2015-07-01
Camera-issued Speed,1372.0,Camera-issued speed offences,Waitemata,North Shore,2015-08-01
Camera-issued Speed,1543.0,Camera-issued speed offences,Waitemata,North Shore,2015-09-01
Camera-issued Speed,2221.0,Camera-issued speed offences,Waitemata,North Shore,2015-10-01
Camera-issued Speed,2459.0,Camera-issued speed offences,Waitemata,North Shore,2015-11-01
Camera-issued Speed,21384.0,Camera-issued speed offences,Waitemata,North Shore,2015-12-01
Camera-issued Speed,23343.0,Camera-issued speed offences,Waitemata,North Shore,2016-01-01
Camera-issued Speed,2988.0,Camera-issued speed offences,Waitemata,North Shore,2016-02-01
Camera-issued Speed,2755.0,Camera-issued speed offences,Waitemata,North Shore,2016-03-01
Camera-issued Speed,1029.0,Camera-issued speed offences,Waitemata,North Shore,2016-04-01
Camera-issued Speed,1965.0,Camera-issued speed offences,Waitemata,North Shore,2016-05-01
Camera-issued Speed,1088.0,Camera-issued speed offences,Waitemata,North Shore,2016-06-01
Camera-issued Speed,1463.0,Camera-issued speed offences,Waitemata,North Shore,2016-07-01
Camera-issued Speed,771.0,Camera-issued speed offences,Waitemata,North Shore,2016-08-01
Camera-issued Speed,796.0,Camera-issued speed offences,Waitemata,North Shore,2016-09-01
Camera-issued Speed,350.0,Camera-issued speed offences,Waitemata,Rodney,2009-01-01
Camera-issued Speed,129.0,Camera-issued speed offences,Waitemata,Rodney,2009-02-01
Camera-issued Speed,760.0,Camera-issued speed offences,Waitemata,Rodney,2009-03-01
Camera-issued Speed,1333.0,Camera-issued speed offences,Waitemata,Rodney,2009-04-01
Camera-issued Speed,473.0,Camera-issued speed offences,Waitemata,Rodney,2009-05-01
Camera-issued Speed,803.0,Camera-issued speed offences,Waitemata,Rodney,2009-06-01
Camera-issued Speed,397.0,Camera-issued speed offences,Waitemata,Rodney,2009-07-01
Camera-issued Speed,1280.0,Camera-issued speed offences,Waitemata,Rodney,2009-08-01
Camera-issued Speed,896.0,Camera-issued speed offences,Waitemata,Rodney,2009-09-01
Camera-issued Speed,688.0,Camera-issued speed offences,Waitemata,Rodney,2009-10-01
Camera-issued Speed,1802.0,Camera-issued speed offences,Waitemata,Rodney,2009-11-01
Camera-issued Speed,1694.0,Camera-issued speed offences,Waitemata,Rodney,2009-12-01
Camera-issued Speed,2195.0,Camera-issued speed offences,Waitemata,Rodney,2010-01-01
Camera-issued Speed,2086.0,Camera-issued speed offences,Waitemata,Rodney,2010-02-01
Camera-issued Speed,960.0,Camera-issued speed offences,Waitemata,Rodney,2010-03-01
Camera-issued Speed,1303.0,Camera-issued speed offences,Waitemata,Rodney,2010-04-01
Camera-issued Speed,2216.0,Camera-issued speed offences,Waitemata,Rodney,2010-05-01
Camera-issued Speed,2860.0,Camera-issued speed offences,Waitemata,Rodney,2010-06-01
Camera-issued Speed,2238.0,Camera-issued speed offences,Waitemata,Rodney,2010-07-01
Camera-issued Speed,1230.0,Camera-issued speed offences,Waitemata,Rodney,2010-08-01
Camera-issued Speed,3203.0,Camera-issued speed offences,Waitemata,Rodney,2010-09-01
Camera-issued Speed,4139.0,Camera-issued speed offences,Waitemata,Rodney,2010-10-01
Camera-issued Speed,3676.0,Camera-issued speed offences,Waitemata,Rodney,2010-11-01
Camera-issued Speed,3782.0,Camera-issued speed offences,Waitemata,Rodney,2010-12-01
Camera-issued Speed,2239.0,Camera-issued speed offences,Waitemata,Rodney,2011-01-01
Camera-issued Speed,2157.0,Camera-issued speed offences,Waitemata,Rodney,2011-02-01
Camera-issued Speed,775.0,Camera-issued speed offences,Waitemata,Rodney,2011-03-01
Camera-issued Speed,2662.0,Camera-issued speed offences,Waitemata,Rodney,2011-04-01
Camera-issued Speed,2857.0,Camera-issued speed offences,Waitemata,Rodney,2011-05-01
Camera-issued Speed,1921.0,Camera-issued speed offences,Waitemata,Rodney,2011-06-01
Camera-issued Speed,2126.0,Camera-issued speed offences,Waitemata,Rodney,2011-07-01
Camera-issued Speed,3552.0,Camera-issued speed offences,Waitemata,Rodney,2011-08-01
Camera-issued Speed,1345.0,Camera-issued speed offences,Waitemata,Rodney,2011-09-01
Camera-issued Speed,3082.0,Camera-issued speed offences,Waitemata,Rodney,2011-10-01
Camera-issued Speed,900.0,Camera-issued speed offences,Waitemata,Rodney,2011-11-01
Camera-issued Speed,4391.0,Camera-issued speed offences,Waitemata,Rodney,2011-12-01
Camera-issued Speed,2603.0,Camera-issued speed offences,Waitemata,Rodney,2012-01-01
Camera-issued Speed,2839.0,Camera-issued speed offences,Waitemata,Rodney,2012-02-01
Camera-issued Speed,935.0,Camera-issued speed offences,Waitemata,Rodney,2012-03-01
Camera-issued Speed,3545.0,Camera-issued speed offences,Waitemata,Rodney,2012-04-01
Camera-issued Speed,709.0,Camera-issued speed offences,Waitemata,Rodney,2012-05-01
Camera-issued Speed,2392.0,Camera-issued speed offences,Waitemata,Rodney,2012-06-01
Camera-issued Speed,1652.0,Camera-issued speed offences,Waitemata,Rodney,2012-07-01
Camera-issued Speed,1441.0,Camera-issued speed offences,Waitemata,Rodney,2012-08-01
Camera-issued Speed,1171.0,Camera-issued speed offences,Waitemata,Rodney,2012-09-01
Camera-issued Speed,1755.0,Camera-issued speed offences,Waitemata,Rodney,2012-10-01
Camera-issued Speed,1959.0,Camera-issued speed offences,Waitemata,Rodney,2012-11-01
Camera-issued Speed,3136.0,Camera-issued speed offences,Waitemata,Rodney,2012-12-01
Camera-issued Speed,2818.0,Camera-issued speed offences,Waitemata,Rodney,2013-01-01
Camera-issued Speed,1734.0,Camera-issued speed offences,Waitemata,Rodney,2013-02-01
Camera-issued Speed,3619.0,Camera-issued speed offences,Waitemata,Rodney,2013-03-01
Camera-issued Speed,1861.0,Camera-issued speed offences,Waitemata,Rodney,2013-04-01
Camera-issued Speed,994.0,Camera-issued speed offences,Waitemata,Rodney,2013-05-01
Camera-issued Speed,2948.0,Camera-issued speed offences,Waitemata,Rodney,2013-06-01
Camera-issued Speed,1512.0,Camera-issued speed offences,Waitemata,Rodney,2013-07-01
Camera-issued Speed,1678.0,Camera-issued speed offences,Waitemata,Rodney,2013-08-01
Camera-issued Speed,1930.0,Camera-issued speed offences,Waitemata,Rodney,2013-09-01
Camera-issued Speed,4076.0,Camera-issued speed offences,Waitemata,Rodney,2013-10-01
Camera-issued Speed,2696.0,Camera-issued speed offences,Waitemata,Rodney,2013-11-01
Camera-issued Speed,7077.0,Camera-issued speed offences,Waitemata,Rodney,2013-12-01
Camera-issued Speed,6048.0,Camera-issued speed offences,Waitemata,Rodney,2014-01-01
Camera-issued Speed,2871.0,Camera-issued speed offences,Waitemata,Rodney,2014-02-01
Camera-issued Speed,2076.0,Camera-issued speed offences,Waitemata,Rodney,2014-03-01
Camera-issued Speed,5642.0,Camera-issued speed offences,Waitemata,Rodney,2014-04-01
Camera-issued Speed,2201.0,Camera-issued speed offences,Waitemata,Rodney,2014-05-01
Camera-issued Speed,1825.0,Camera-issued speed offences,Waitemata,Rodney,2014-06-01
Camera-issued Speed,1537.0,Camera-issued speed offences,Waitemata,Rodney,2014-07-01
Camera-issued Speed,1076.0,Camera-issued speed offences,Waitemata,Rodney,2014-08-01
Camera-issued Speed,2371.0,Camera-issued speed offences,Waitemata,Rodney,2014-09-01
Camera-issued Speed,2640.0,Camera-issued speed offences,Waitemata,Rodney,2014-10-01
Camera-issued Speed,1058.0,Camera-issued speed offences,Waitemata,Rodney,2014-11-01
Camera-issued Speed,6803.0,Camera-issued speed offences,Waitemata,Rodney,2014-12-01
Camera-issued Speed,7315.0,Camera-issued speed offences,Waitemata,Rodney,2015-01-01
Camera-issued Speed,1405.0,Camera-issued speed offences,Waitemata,Rodney,2015-02-01
Camera-issued Speed,2705.0,Camera-issued speed offences,Waitemata,Rodney,2015-03-01
Camera-issued Speed,3497.0,Camera-issued speed offences,Waitemata,Rodney,2015-04-01
Camera-issued Speed,2232.0,Camera-issued speed offences,Waitemata,Rodney,2015-05-01
Camera-issued Speed,1440.0,Camera-issued speed offences,Waitemata,Rodney,2015-06-01
Camera-issued Speed,1570.0,Camera-issued speed offences,Waitemata,Rodney,2015-07-01
Camera-issued Speed,1382.0,Camera-issued speed offences,Waitemata,Rodney,2015-08-01
Camera-issued Speed,1638.0,Camera-issued speed offences,Waitemata,Rodney,2015-09-01
Camera-issued Speed,2933.0,Camera-issued speed offences,Waitemata,Rodney,2015-10-01
Camera-issued Speed,2252.0,Camera-issued speed offences,Waitemata,Rodney,2015-11-01
Camera-issued Speed,6047.0,Camera-issued speed offences,Waitemata,Rodney,2015-12-01
Camera-issued Speed,4118.0,Camera-issued speed offences,Waitemata,Rodney,2016-01-01
Camera-issued Speed,2285.0,Camera-issued speed offences,Waitemata,Rodney,2016-02-01
Camera-issued Speed,1671.0,Camera-issued speed offences,Waitemata,Rodney,2016-03-01
Camera-issued Speed,1037.0,Camera-issued speed offences,Waitemata,Rodney,2016-04-01
Camera-issued Speed,1222.0,Camera-issued speed offences,Waitemata,Rodney,2016-05-01
Camera-issued Speed,1914.0,Camera-issued speed offences,Waitemata,Rodney,2016-06-01
Camera-issued Speed,1328.0,Camera-issued speed offences,Waitemata,Rodney,2016-07-01
Camera-issued Speed,1055.0,Camera-issued speed offences,Waitemata,Rodney,2016-08-01
Camera-issued Speed,1196.0,Camera-issued speed offences,Waitemata,Rodney,2016-09-01
Camera-issued Speed,2745.0,Camera-issued speed offences,Waitemata,Waitakere,2009-01-01
Camera-issued Speed,2781.0,Camera-issued speed offences,Waitemata,Waitakere,2009-02-01
Camera-issued Speed,2763.0,Camera-issued speed offences,Waitemata,Waitakere,2009-03-01
Camera-issued Speed,3224.0,Camera-issued speed offences,Waitemata,Waitakere,2009-04-01
Camera-issued Speed,1717.0,Camera-issued speed offences,Waitemata,Waitakere,2009-05-01
Camera-issued Speed,1322.0,Camera-issued speed offences,Waitemata,Waitakere,2009-06-01
Camera-issued Speed,1438.0,Camera-issued speed offences,Waitemata,Waitakere,2009-07-01
Camera-issued Speed,2488.0,Camera-issued speed offences,Waitemata,Waitakere,2009-08-01
Camera-issued Speed,4183.0,Camera-issued speed offences,Waitemata,Waitakere,2009-09-01
Camera-issued Speed,3609.0,Camera-issued speed offences,Waitemata,Waitakere,2009-10-01
Camera-issued Speed,3518.0,Camera-issued speed offences,Waitemata,Waitakere,2009-11-01
Camera-issued Speed,4627.0,Camera-issued speed offences,Waitemata,Waitakere,2009-12-01
Camera-issued Speed,2656.0,Camera-issued speed offences,Waitemata,Waitakere,2010-01-01
Camera-issued Speed,6900.0,Camera-issued speed offences,Waitemata,Waitakere,2010-02-01
Camera-issued Speed,5064.0,Camera-issued speed offences,Waitemata,Waitakere,2010-03-01
